Water Bomber ID,Latitude,Longitude,Time (min),Distance travelled (km),Distance hovered (km),Fuel capacity (%),Current range (km),Water capacity (L),Status,Next updates
chinook 3,-37.42064160026359,146.47066508282512,295.63028062977867,15.474019477544472,0.0,66.04545484802442,429.29545651215875,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117']"
chinook 2,-37.14266264455039,146.4396344253107,295.6302809577175,13.463648496437457,0.0,30.464274857262634,198.01778657220714,0.0,Going to watertank 86,[]
chinook 2,-37.15,146.46,296.14703353792913,1.9808848908112584,0.0,30.15952333559937,196.0369016813959,0.0,Refilling at watertank 86,[]
firehawk 1,-37.33802760565018,147.6891387802464,296.1788993711147,2.1030146817360755,0.0,74.0861899419138,474.15161562824835,3200.0,Going to strike 1575,"['Going to strike 1575', 'Going to watertank 100']"
firehawk 2,-37.364690090225956,147.54778945913608,296.1788993711147,2.1030234082778807,0.0,64.90496106257943,415.39175080050836,3200.0,Going to strike 1270,"['Going to strike 1270', 'Going to watertank 100']"
chinook 1,-37.699397180945724,148.1400894557085,296.1788993711147,2.103032087035055,0.0,47.11140372071211,306.2241241846287,2875.0,Going to strike 1314,"['Going to strike 1314', 'Going to watertank 100']"
chinook 3,-37.41574971197774,146.49366715575158,296.1788993711147,2.102959257407293,0.0,65.72192265457714,427.19249725475146,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117']"
firehawk 1,-37.349905672840144,147.70401991599684,296.6652018275608,1.8641396740377205,0.0,73.79491811784541,472.2874759542106,3200.0,Going to strike 1575,"['Going to strike 1575', 'Going to watertank 100']"
firehawk 2,-37.37975930441945,147.55703390753965,296.6652018275608,1.8641471233805964,0.0,64.61368807455122,413.52760367712784,3200.0,Going to strike 1270,"['Going to strike 1270', 'Going to watertank 100']"
firehawk 7,-36.842,149.31,296.6652018275608,0.0,0.0,78.53104628406189,502.5986962179961,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
chinook 1,-37.702060848614124,148.11917002584082,296.6652018275608,1.8641544280330984,0.0,46.82461073178394,304.3599697565956,2875.0,Going to strike 1314,"['Going to strike 1314', 'Going to watertank 100']"
chinook 3,-37.41140975024104,146.51405399307205,296.6652018275608,1.8640917005797801,0.0,65.43513931602641,425.3284055541717,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117']"
firehawk 1,-37.43912549913399,147.8160225188661,300.32039153572566,14.01150910336252,0.0,71.60561982044501,458.27596685084814,3200.0,Going to strike 1575,"['Going to strike 1575', 'Going to watertank 100']"
firehawk 2,-37.49300136750298,147.62663736816077,300.32039153572566,14.01154034965373,0.0,62.42438489491783,399.5160633274741,3200.0,Going to strike 1270,"['Going to strike 1270', 'Going to watertank 100']"
firehawk 7,-36.94339584492856,149.2164677074649,300.32039153572566,14.010859039214369,0.0,76.34184955918465,488.58783717878174,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
chinook 3,-37.3786769277517,146.66721378228,300.32039153572566,14.011248495482828,0.0,63.27956262441368,411.3171570586889,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
chinook 1,-37.72196346367561,147.96188515703423,300.32039182421977,14.011561653859502,0.0,44.6689858619594,290.3484081027361,2875.0,Going to strike 1314,"['Going to strike 1314', 'Going to watertank 100']"
firehawk 1,-37.454386050773515,147.835219996781,300.9460262727955,2.398255041935492,0.0,71.2308924701426,455.87771180891264,3200.0,Going to strike 1575,"['Going to strike 1575', 'Going to watertank 100']"
firehawk 2,-37.51238015252129,147.6385720681074,300.9460262727955,2.3982611088984123,0.0,62.04965659665245,397.11780221857566,3200.0,Going to strike 1270,"['Going to strike 1270', 'Going to watertank 100']"
firehawk 7,-36.96074368768251,149.20043351720187,300.9460262727955,2.3981384102544716,0.0,75.9671404325824,486.1896987685273,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
chinook 1,-37.7253491126708,147.93495531453297,300.9460262727955,2.3982646254346953,0.0,44.30002207343098,287.95014347730137,2875.0,Going to strike 1314,"['Going to strike 1314', 'Going to watertank 100']"
chinook 3,-37.37305448904988,146.69341565356825,300.9460262727955,2.3982075315182025,0.0,62.910607619564715,408.91894952717064,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
firehawk 8,-37.714,147.3,302.201816555461,0.0,0.0,42.41770353228791,271.4733026066426,3200.0,Going to strike 1443,"['Going to strike 1443', 'Going to watertank 90']"
firehawk 1,-37.4911316323067,147.881493451896,302.4530000507629,5.776716160301011,0.0,70.32828057009557,450.1009956486116,3200.0,Going to strike 1575,"['Going to strike 1575', 'Going to watertank 100']"
firehawk 2,-37.55905318345881,147.667344818814,302.4530000507629,5.776726981605217,0.0,61.14704300577664,391.3410752369705,3200.0,Going to strike 1270,"['Going to strike 1270', 'Going to watertank 100']"
firehawk 7,-37.00252106618892,149.16178149824302,302.4530000507629,5.776463532202442,0.0,75.06456800567575,480.41323523632485,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.71071091280904,147.31012547282845,302.4530000507629,0.9628545136285463,0.0,42.26725751453345,270.5104480930141,3200.0,Going to strike 1443,"['Going to strike 1443', 'Going to watertank 90']"
chinook 3,-37.359487871279256,146.7565125598811,302.4530000507629,5.776617042948624,0.0,62.02189730526493,403.14233248422204,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
chinook 1,-37.73347901900654,147.87007894155747,302.4530000901374,5.776732966476941,0.0,43.411293924742225,282.17341051082445,2875.0,Going to strike 1314,"['Going to strike 1314', 'Going to watertank 100', 'Going to strike 1194']"
firehawk 1,-37.502421307846795,147.89572417462094,302.91614995786585,1.7754027154881211,0.0,70.05087389580055,448.3255929331235,3200.0,Going to strike 1575,"['Going to strike 1575', 'Going to watertank 100']"
firehawk 2,-37.57339616267505,147.6761950112453,302.91614995786585,1.7754060764493769,0.0,60.869635806331424,389.5656691605211,3200.0,Going to strike 1270,"['Going to strike 1270', 'Going to watertank 100']"
firehawk 7,-37.01535830910011,149.1498937442459,302.91614995786585,1.7753248108544573,0.0,74.78717350397976,478.6379104254704,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.70464398441009,147.32879320006901,302.91614995786585,1.7753812659789863,0.0,41.98985419172423,268.7350668270351,3200.0,Going to strike 1443,"['Going to strike 1443', 'Going to watertank 90']"
chinook 1,-37.73597050214427,147.85013712765738,302.91614995786585,1.7754078126367656,0.0,43.13815426125964,280.39800269818767,2875.0,Going to strike 1314,"['Going to watertank 100', 'Going to strike 1194']"
chinook 3,-37.35531160654917,146.77590003106147,302.91614995786585,1.7753721109061913,0.0,61.74876313435629,401.36696037331586,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
chinook 1,-37.7395,147.8218386,303.57332300230587,2.5191961560270775,0.0,42.75058562187087,277.87880654216065,2875.0,Inspecting strike 1314,"['Going to watertank 100', 'Going to strike 1194']"
chinook 1,-37.7395,147.8218386,304.57332300230587,0.0,0.0,42.16084203212728,274.0454732088273,0.0,Going to watertank 100,['Going to strike 1194']
firehawk 9,-37.777,148.49,304.5846238166034,0.0,0.0,41.54134933510976,265.86463574470247,3200.0,Going to strike 1355,"['Going to strike 1355', 'Going to watertank 100']"
chinook 1,-37.718,147.83,305.22448317166425,2.4961139825405785,0.0,41.77682449635181,271.54935922628675,0.0,Refilling at watertank 100,['Going to strike 1194']
firehawk 6,-36.854,149.81,306.7719475015546,0.0,0.0,74.08341694393614,474.13386844119134,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.12218611243295,149.0507683946524,306.7719475015546,14.780116547042004,0.0,72.47778029350445,463.8577938784284,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.65402126212956,147.48408774913975,306.7719475015546,14.780467026563112,0.0,39.68040621882374,253.95459980047195,3200.0,Going to strike 1443,"['Going to strike 1443', 'Going to watertank 90']"
firehawk 9,-37.78442584918296,148.39505772177213,306.7719475015546,8.384679525013071,0.0,40.23124315932646,257.47995621968937,3200.0,Going to strike 1355,"['Going to strike 1355', 'Going to watertank 100']"
chinook 3,-37.320420433946765,146.93722169249062,306.7719475015546,14.780415629585457,0.0,59.47485303749699,386.5865447437304,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
firehawk 1,-37.59634356289505,148.01436488925873,306.77194786940294,14.780558660892211,0.0,67.74141160503613,433.5450342722313,3200.0,Going to strike 1575,"['Going to strike 1575', 'Going to watertank 100']"
firehawk 2,-37.692778203492274,147.75000700345572,306.771947952871,14.780558980853103,0.0,58.56017346557313,374.78511017966804,3200.0,Going to strike 1270,['Going to watertank 100']
firehawk 2,-37.7112,147.7614206,307.36699999273293,2.2812903073724744,0.0,58.20372185504616,372.5038198722955,3200.0,Inspecting strike 1270,['Going to watertank 100']
firehawk 1,-37.63029116543196,148.05735756170264,308.1668039723598,5.346948009127338,0.0,66.90595097861,428.19808626310396,3200.0,Going to strike 1575,['Going to watertank 100']
firehawk 6,-36.87237824815766,149.75446271519442,308.1668039723598,5.346749036016199,0.0,73.24798740705862,468.78711940517513,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.160811326041596,149.01484033574667,308.1668039723598,5.346791693362088,0.0,71.64234409141662,458.5110021850664,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.635658098950834,147.54021421273495,308.1668039723598,5.346917201158181,0.0,38.84495040614277,248.60768259931376,3200.0,Going to strike 1443,"['Going to strike 1443', 'Going to watertank 90']"
firehawk 9,-37.78912153386137,148.33450302541527,308.1668039723598,5.346917308738183,0.0,39.395787329836125,252.1330389109512,3200.0,Going to strike 1355,"['Going to strike 1355', 'Going to watertank 100']"
chinook 3,-37.30774443863368,146.99554375420524,308.1668039723598,5.346898873866651,0.0,58.65225321074827,381.23964586986375,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
firehawk 2,-37.7112,147.7614206,308.36699999273293,0.0,0.0,57.60476352171283,368.6704865389621,325.0,Going to watertank 100,[]
firehawk 2,-37.718,147.83,309.9529911868,6.07963291059029,0.0,56.654820879433096,362.59085362837186,325.0,Refilling at watertank 100,[]
firehawk 1,-37.6788,148.1188938,310.1609192951202,7.64470091589662,0.0,65.71146646050114,420.5533853472073,3200.0,Inspecting strike 1575,['Going to watertank 100']
firehawk 1,-37.6788,148.1188938,311.1609192951202,0.0,0.0,65.11250812716781,416.720052013874,325.0,Going to watertank 100,['Going to watertank 100']
firehawk 1,-37.68071321556475,148.10492050306388,311.4864783036285,1.2479732710371219,0.0,64.91751230356826,415.47207874283686,325.0,Going to watertank 100,[]
firehawk 6,-36.91601385494079,149.62217832563837,311.4864783036285,12.725092191413735,0.0,71.25969175215022,456.0620272137613,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.2526942544688,148.92918494786136,311.4864783036285,12.72517526007822,0.0,69.6540354570294,445.7858269249881,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.591847866840276,147.6736807334777,311.4864783036285,12.7253945950375,0.0,36.85660750066816,235.88228800427626,3200.0,Going to strike 1443,['Going to watertank 90']
firehawk 9,-37.80017234687349,148.19035512461048,311.4864783036285,12.725394742197494,0.0,37.40744440136777,239.4076441687537,3200.0,Going to strike 1355,['Going to watertank 100']
chinook 3,-37.27746113756436,147.13426829321682,311.4864783036285,12.72536745891842,0.0,56.694504370914665,368.51427841094534,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
firehawk 1,-37.718,147.83,317.88834551424554,24.540493902276502,0.0,61.08306013133756,390.9315848405604,325.0,Refilling at watertank 100,[]
firehawk 9,-37.8243,147.8671521,318.9261268268756,28.51876996342776,0.0,32.951386594582175,210.8888742053259,3200.0,Inspecting strike 1355,['Going to watertank 100']
firehawk 8,-37.4929,147.9728836,318.94266970695077,28.58225581167777,0.0,32.39063003009352,207.30003219259854,3200.0,Inspecting strike 1443,['Going to watertank 90']
firehawk 9,-37.8243,147.8671521,319.9261268268756,0.0,0.0,32.352428261248846,207.0555408719926,325.0,Going to watertank 100,['Going to watertank 100']
firehawk 8,-37.4929,147.9728836,319.94266970695077,0.0,0.0,31.791671696760186,203.4666988592652,325.0,Going to watertank 90,['Going to watertank 90']
firehawk 6,-37.0315367796008,149.26904924426876,320.32954245959905,33.898284251763634,0.0,65.96308483781215,422.16374296199774,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.49715678370834,148.6999856903039,320.32954245959905,33.89837230314176,0.0,64.35741478466349,411.88745462184636,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.485254452875196,147.95911110861195,320.32954245959905,1.4830113309925652,0.0,31.5599511762926,201.9836875282726,325.0,Going to watertank 90,['Going to watertank 90']
firehawk 9,-37.81089546588492,147.8624610681176,320.32954245959905,1.5464259683064934,0.0,32.11079920370096,205.5091149036861,325.0,Going to watertank 100,['Going to watertank 100']
chinook 3,-37.19600258966734,147.5032622510869,320.3295470750119,33.898430290303104,0.0,51.47936124932957,334.6158481206422,8625.0,Going to strike 1096,"['Going to strike 1096', 'Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
firehawk 3,-35.97,148.39,320.62303374602453,0.0,0.0,67.70205015721316,433.29312100616426,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
firehawk 6,-37.03535287667087,149.25731099180663,320.62303374602453,1.125038368151055,0.0,65.78729759278855,421.03870459384666,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.50526257271747,148.6923531890272,320.62303374602453,1.1250428074767342,0.0,64.18162684599525,410.7624118143696,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.47945328402865,147.94866483381176,320.62303374602453,1.125049358520185,0.0,31.38416221402382,200.85863816975245,325.0,Going to watertank 90,['Going to watertank 90']
firehawk 9,-37.80114333666175,147.85904933782183,320.62303374602453,1.1250495562860545,0.0,31.93501021053126,204.38406534740008,325.0,Going to watertank 100,['Going to watertank 100']
chinook 3,-37.19327950653515,147.51549484944059,320.62303374602453,1.125032208945156,0.0,51.306279371030314,333.49081591169704,8625.0,Going to strike 1096,"['Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
chinook 3,-37.1856,147.5499575,321.44960653297727,3.1699669900023717,0.0,50.81859214179918,330.3208489216947,8625.0,Inspecting strike 1096,"['Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
chinook 3,-37.1856,147.5499575,322.44960653297727,0.0,0.0,50.228848552055595,326.48751558836136,5750.0,Going to strike 1117,"['Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
firehawk 3,-36.01341705598169,148.33315305541447,322.4578879489874,7.033093209356581,0.0,66.6031293432512,426.26002779680766,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
firehawk 6,-37.059184287458564,149.18389855684836,322.4578879489874,7.033561815860926,0.0,64.68830355906027,414.0051427779857,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.55592749363156,148.64459843716915,322.4578879489874,7.033583362959877,0.0,63.08262944553278,403.72882845140975,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
chinook 3,-37.185871092177116,147.5500698780931,322.4578879489874,0.03174541867308245,0.0,50.223964641490504,326.45577016968826,5750.0,Going to strike 1117,"['Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
firehawk 8,-37.443164579258024,147.88339333979846,322.4578880319529,7.033608096058624,0.0,30.28516094901466,193.82503007369382,325.0,Going to watertank 90,['Going to watertank 90']
firehawk 9,-37.74017254597722,147.83774020984183,322.457888035213,7.033608108555732,0.0,30.836008943569425,197.35045723884434,325.0,Going to watertank 100,['Going to watertank 100']
firehawk 3,-36.02055058367411,148.32380361199395,322.75946807086706,1.155970226807042,0.0,66.4225089953126,425.10405757000063,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
firehawk 6,-37.06309693138197,149.17182794674062,322.75946807086706,1.1560488295683824,0.0,64.50767092944021,412.84909394841736,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.564253030919694,148.63674316745272,322.75946807086706,1.1560525531768198,0.0,62.9019962340989,402.572775898233,3200.0,Going to strike 1806,"['Going to strike 1806', 'Going to watertank 46']"
firehawk 8,-37.43719666756462,147.87267125739393,322.75946807086706,1.1560567762435865,0.0,30.1045270777266,192.66897329745024,325.0,Going to watertank 90,[]
firehawk 9,-37.73015090751264,147.83424116206115,322.75946807086706,1.156056801706365,0.0,30.65537506830281,196.19440043713797,325.0,Going to watertank 100,[]
chinook 3,-37.19574324709401,147.55416284424547,322.75946807086706,1.1560569186251048,0.0,50.0461097309328,325.29971325106317,5750.0,Going to strike 1117,"['Going to strike 1117', 'Going to strike 1226', 'Going to watertank 90']"
chinook 8,-38.068,147.06,323.0604606780932,0.0,0.0,100.0,650.0,5750.0,Going to strike 1207,['Going to strike 1207']
firehawk 9,-37.718,147.83,323.12511952526836,1.4016649089844673,0.0,30.436364926273985,194.79273552815351,325.0,Refilling at watertank 100,[]
firehawk 8,-37.419,147.84,323.678708882776,3.5237579455152868,0.0,29.553939898739834,189.14521535193495,325.0,Refilling at watertank 90,[]
firehawk 3,-36.062868290856116,148.26828615397446,324.54912295608847,6.859899685191571,0.0,65.35064966950142,418.24415788480906,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
firehawk 6,-37.086290472085366,149.10017197913393,324.54912295608847,6.860314997604318,0.0,63.43574671106453,405.988778950813,3200.0,Going to strike 2063,"['Going to strike 2063', 'Going to watertank 102']"
firehawk 7,-37.61364832057618,148.59009169878533,324.54912295608847,6.860331207454633,0.0,61.830069482934114,395.71244469077834,3200.0,Going to strike 1806,['Going to watertank 46']
chinook 8,-38.042154418537095,147.11630571698845,324.54912295608847,5.706466468177771,0.0,99.1220820818188,644.2935335318223,5750.0,Going to strike 1207,['Going to strike 1207']
chinook 9,-36.854,149.81,324.54912295608847,0.0,0.0,48.092150241444784,312.5989765693911,11500.0,Going to strike 2023,['Going to strike 2023']
chinook 3,-37.25432429312146,147.57847362330492,324.54912297847096,6.860343812481638,0.0,48.99067222132024,318.43936943858154,5750.0,Going to strike 1117,"['Going to strike 1226', 'Going to watertank 90']"
chinook 3,-37.2584,147.5801665,324.67364169208014,0.4773219601146593,0.0,48.917238073610285,317.96204747846684,5750.0,Inspecting strike 1117,"['Going to strike 1226', 'Going to watertank 90']"
chinook 3,-37.2584,147.5801665,325.67364169208014,0.0,0.0,48.327494483866694,314.12871414513353,2875.0,Going to strike 1226,['Going to watertank 90']
chinook 2,-37.15,146.46,326.14703353792913,0.0,0.0,30.15952333559937,196.0369016813959,11500.0,Going to strike 646,"['Going to strike 646', 'Going to strike 758', 'Going to strike 778', 'Going to strike 968', 'Going to watertank 94']"
firehawk 7,-37.792,148.4209838,331.0160402512528,24.791962430268086,0.0,57.956325353204704,370.92048226051014,3200.0,Inspecting strike 1806,['Going to watertank 46']
chinook 3,-37.4444,147.7161071,331.9135059986346,23.919479841792192,0.0,44.647574508206354,290.2092343033413,2875.0,Inspecting strike 1226,['Going to watertank 90']
firehawk 7,-37.792,148.4209838,332.0160402512528,0.0,0.0,57.357367019871376,367.0871489271768,325.0,Going to watertank 46,['Going to watertank 46']
chinook 3,-37.4444,147.7161071,332.9135059986346,0.0,0.0,44.05783091846276,286.375900970008,0.0,Going to watertank 90,['Going to watertank 90']
firehawk 3,-36.27509266350867,147.988447668433,333.5403745353513,34.46565991982237,0.0,59.96539030702917,383.7784979649866,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
chinook 3,-37.439008518292184,147.742464837054,333.5403745353513,2.4029954877804993,0.0,43.68813930495807,283.9729054822275,0.0,Going to watertank 90,['Going to watertank 90']
chinook 9,-36.947787528433125,149.4405603420293,333.5403745353513,34.46609893638272,0.0,42.789673482001284,278.13287763300826,11500.0,Going to strike 2023,['Going to strike 2023']
firehawk 7,-37.77806726059888,148.4850964860414,333.54037455044454,5.843281480235042,0.0,56.444354288584655,361.24386744694175,325.0,Going to watertank 46,[]
firehawk 6,-37.20216164082978,148.73950699801935,333.540375875159,34.466469523103584,0.0,58.0503608480796,371.5223094277094,3200.0,Going to strike 2063,['Going to watertank 102']
chinook 2,-37.09411634101302,146.771878044512,333.5403806132264,28.341163788639456,0.0,25.7993442911933,167.69573789275645,11500.0,Going to strike 646,"['Going to strike 646', 'Going to strike 758', 'Going to strike 778', 'Going to strike 968', 'Going to watertank 94']"
chinook 8,-37.8854806722903,147.4555424163849,333.5403838053096,34.46649992201422,0.0,93.81954363227815,609.827033609808,5750.0,Going to strike 1207,"['Going to strike 1207', 'Going to strike 795', 'Going to watertank 99']"
firehawk 7,-37.777,148.49,333.65698348815295,0.4470009278823087,0.0,56.37451039360304,360.79686651905945,325.0,Refilling at watertank 46,[]
firehawk 6,-37.2058,148.7281087,333.8238877425473,1.087545243656676,0.0,57.88043190375824,370.43476418405277,3200.0,Inspecting strike 2063,['Going to watertank 102']
firehawk 6,-37.2058,148.7281087,334.8238877425473,0.0,0.0,57.281473570424914,366.60143085071945,325.0,Going to watertank 102,['Going to watertank 102']
firehawk 3,-36.313859513902024,147.9370721533255,335.18580474114725,6.307295110745195,0.0,58.979875445975225,377.4712028542415,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
firehawk 6,-37.197054271640155,148.71693711188118,335.18580474114725,1.3873462021113045,0.0,57.064700726345016,365.21408464860815,325.0,Going to watertank 102,['Going to watertank 102']
chinook 2,-37.081568127596746,146.8412251501184,335.18580474114725,6.307458647396515,0.0,24.828966037747684,161.38827924535994,11500.0,Going to strike 646,"['Going to strike 646', 'Going to strike 758', 'Going to strike 778', 'Going to strike 968', 'Going to watertank 94']"
chinook 6,-36.895,149.89,335.18580474114725,0.0,0.0,100.0,650.0,2875.0,Going to strike 2510,"['Going to strike 2510', 'Going to watertank 45']"
chinook 8,-37.85670383957512,147.51746687735206,335.18580474114725,6.307441703520766,0.0,92.84916798558265,603.5195919062872,5750.0,Going to strike 1207,"['Going to strike 1207', 'Going to strike 795', 'Going to watertank 99']"
chinook 9,-36.96482691261743,149.3728537727896,335.18580474114725,6.307384983307796,0.0,41.81930656149239,271.82549264970055,11500.0,Going to strike 2023,['Going to strike 2023']
chinook 3,-37.42482889823527,147.81163164003436,335.1858048061618,6.307482704773505,0.0,42.71775735037753,277.66542277745395,0.0,Going to watertank 90,['Going to watertank 90']
chinook 1,-37.718,147.83,335.22448317166425,0.0,0.0,41.77682449635181,271.54935922628675,11500.0,Going to strike 1216,"['Going to strike 1216', 'Going to strike 1194', 'Going to strike 1028', 'Going to strike 828', 'Going to watertank 117']"
firehawk 3,-36.31640232202947,147.9336995092277,335.29376516987503,0.4138352577487256,0.0,58.91521368695199,377.05736759649267,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
firehawk 6,-37.19444520359137,148.7136051102937,335.29376516987503,0.4138476205341464,0.0,57.000037035636566,364.800237028074,325.0,Going to watertank 102,['Going to watertank 102']
chinook 1,-37.717656526366575,147.8270120091697,335.29376516987503,0.2655808595770257,0.0,41.735965902570726,271.2837783667097,11500.0,Going to strike 1216,"['Going to strike 1216', 'Going to strike 1194', 'Going to strike 1028', 'Going to strike 828', 'Going to watertank 117']"
chinook 2,-37.08074339650936,146.84577438476856,335.29376516987503,0.4138482021179436,0.0,24.765297083575692,160.974431043242,11500.0,Going to strike 646,"['Going to strike 758', 'Going to strike 778', 'Going to strike 968', 'Going to watertank 94']"
chinook 3,-37.423897133027175,147.81616891233037,335.29376516987503,0.41384805440242406,0.0,42.65408841893101,277.25157472305153,0.0,Going to watertank 90,[]
chinook 6,-36.897999928634036,149.8872459916972,335.29376516987503,0.41382309367329007,0.0,99.93633490866564,649.5861769063268,2875.0,Going to strike 2510,"['Going to strike 2510', 'Going to watertank 45']"
chinook 8,-37.85481458258319,147.52152821300444,335.29376516987503,0.41384781494394546,0.0,92.7854990909759,603.1057440913434,5750.0,Going to strike 1207,"['Going to strike 1207', 'Going to strike 795', 'Going to watertank 99']"
chinook 9,-36.96594355996822,149.36841033738327,335.29376516987503,0.4138413583000984,0.0,41.75563866021545,271.41165129140046,11500.0,Going to strike 2023,['Going to strike 2023']
chinook 3,-37.419,147.84,335.86084870853705,2.173820807669763,0.0,42.319654448520275,275.0777539153818,0.0,Refilling at watertank 90,[]
chinook 2,-37.0644,146.9357078,337.4285075160859,8.183179611447025,0.0,23.5063463741223,152.79125143179496,11500.0,Inspecting strike 646,"['Going to strike 758', 'Going to strike 778', 'Going to strike 968', 'Going to watertank 94']"
firehawk 3,-36.37660599661604,147.85374741117622,337.8509954234784,9.802501576079822,0.0,57.38357281568951,367.25486602041286,3200.0,Going to strike 864,"['Going to strike 864', 'Going to watertank 49']"
firehawk 6,-37.13261754836477,148.63474800188274,337.8509954234784,9.80271565358565,0.0,55.468362714763806,354.9975213744884,325.0,Going to watertank 102,[]
chinook 6,-36.96904081329985,149.82194823923558,337.8509954234784,9.802253321215314,0.0,98.42829593617098,639.7839235851114,2875.0,Going to strike 2510,"['Going to strike 2510', 'Going to watertank 45']"
chinook 9,-36.99234503729795,149.2631210444884,337.8509954234784,9.802618447955552,0.0,40.24754351437614,261.6090328434449,11500.0,Going to strike 2023,['Going to strike 2023']
chinook 1,-37.70492600527294,147.71674327198912,337.8509955469356,9.802716445398936,0.0,40.22785568020166,261.48106192131075,11500.0,Going to strike 1216,"['Going to strike 1194', 'Going to strike 1028', 'Going to strike 828', 'Going to watertank 117']"
chinook 8,-37.810023449147025,147.6176672815294,337.85099560593864,9.8027166715771,0.0,91.27738883381019,593.3030274197663,5750.0,Going to strike 1207,"['Going to strike 795', 'Going to watertank 99']"
chinook 1,-37.7031,147.7010025,338.21610984866294,1.3996049568523994,0.0,40.0125318406859,260.08145696445837,11500.0,Inspecting strike 1216,"['Going to strike 1194', 'Going to strike 1028', 'Going to strike 828', 'Going to watertank 117']"
chinook 2,-37.0644,146.9357078,338.4285075160859,0.0,0.0,22.91660278437871,148.95791809846162,8625.0,Going to strike 758,"['Going to strike 778', 'Going to strike 968', 'Going to watertank 94']"
chinook 1,-37.7031,147.7010025,339.21610984866294,0.0,0.0,39.42278825094231,256.24812363112505,8625.0,Going to strike 1194,"['Going to strike 1028', 'Going to strike 828', 'Going to watertank 117']"
chinook 8,-37.7758,147.6909329,339.8018752930939,7.478450110602123,0.0,90.1268580475637,585.824577309164,5750.0,Inspecting strike 1207,"['Going to strike 795', 'Going to watertank 99']"
firehawk 2,-37.718,147.83,339.9529911868,0.0,0.0,56.654820879433096,362.59085362837186,3200.0,Going to strike 815,"['Going to strike 815', 'Going to watertank 49']"
firehawk 6,-37.066,148.55,340.6039271675588,10.552908319646464,0.0,53.81947078981904,344.4446130548419,325.0,Refilling at watertank 102,[]
chinook 8,-37.7758,147.6909329,340.8018752930939,0.0,0.0,89.53711445782012,581.9912439758308,2875.0,Going to strike 795,"['Going to strike 795', 'Going to watertank 99']"
